Date,User,Message
2023.9.20 10:52,형,거기에 진홍이 태욱이 종훈이 난아
2023.9.20 10:52,형,ㅋㅋㅋㅋㅋㅋ
2023.9.20 10:52,나,저 다른과 애들은 이름 모르는 분들이 태반이라..
2023.9.20 10:52,형,진홍이가 전전컴 과대던데
2023.9.20 10:53,형,그게 정상이지
2023.9.20 10:53,나,아 진홍이 알아요
2023.9.20 10:53,형,나도 처음엔 당연히 그랬는데
2023.9.20 10:53,형,원우회랑 학과대표하면서
2023.9.20 10:53,형,꽤나많이 알게되다보니....
2023.9.20 10:53,나,첫날 임팩트가 너무 커서 각인되었죠
2023.9.20 10:53,형,개바쁘네 
2023.9.20 10:53,형,그치 그놈도 취하면ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023.9.20 10:53,형,삶이 바쁘다요새 ㅋ
2023.9.20 10:54,나,몸이 열개라도 모자라신거 아니에요?
2023.9.20 10:54,나,전 못할거 같아요
2023.9.20 10:54,형,학교생활이 정답은 없지만 너가 좋아하는 사람들로 꾸려나가는 재미가 있을거야
2023.9.20 10:54,나,학부때나 동아리 만들고 활동하고 그랬는데 지금은..
2023.9.20 10:54,형,나 요새 진심 일정미쳤음ㅋㅋㅋㅋㅋㅋ
2023.9.20 10:54,형,근데 생각보다 자주 모이진 않아도 어제처럼 수업마치고
2023.9.20 10:54,나,주변에 일정을 나눠드려서 일상에 평온을 찾으세요...
2023.9.20 10:54,형,간단히 커피한잔이라도 하고 가는 친한사람들 만드는정도만해도
2023.9.20 10:55,형,훌륭항거야
2023.9.20 10:55,나,다른과분들하곤 친해질 계기도 없어서 사실.. 조금 어렵슴돠..
2023.9.20 10:55,형,내경우엔 원우회나 동기기수 모임도 좋아하지만
2023.9.20 10:55,형,학과모임이 진심 배울게 너무많아
2023.9.20 10:56,형,우리과사람들 기대 이상으로 훌륭한분들 넘쳐난다는게 신기해 ㅋㅋㅋㅋ
2023.9.20 10:56,나,다들 각자의 위치에서 존재감이 엄청나시던데요
2023.9.20 10:56,나,잡부는 웁니다 ㅠ
2023.9.20 10:56,형,ㅋㅋㅋㅋㅋㅋㅋ
2023.9.20 10:57,형,학과대표하면서 내 개인적인 목표가
2023.9.20 10:57,형,내가 좋아하는 사람들로 네트워크 만들어놓는거라
2023.9.20 10:57,형,졸업이후에도 비슷하게 유지되진 못해도 따로 한번씩 자발적으로 만나는 사이까진 충분히 만들수있을거같아
2023.9.20 10:58,나,아 그정도만 되도 훌륭합니다
2023.9.20 10:58,형,그 안에 너랑 수연이도 포함될테니까
2023.9.20 10:58,나,게다가 저희과 인원도 아기자기하잖아요 ㅠ
2023.9.20 10:58,형,그니깐ㅋㅋㅋ
2023.9.20 10:58,나,전전컴 건사환 이런데에 비하면
2023.9.20 10:58,형,너네 이번에 학과모임하고나면
2023.9.20 10:58,형,카톡방 하나 더 초대해줄거야
2023.9.20 10:58,나,산디랑 스마트는 소소해서..
2023.9.20 10:58,형,학과방 전체인원 39명있는곳은 말그대로 전달사항 전하는 공지방개념이고
2023.9.20 10:59,나,아 거기 학과 공지방이에요?
2023.9.20 10:59,형,내가 좋아하고 친해져있는 15명을 따로 방을 만들어놨거든
2023.9.20 10:59,형,ㅇㅇ 학과 1기부터 너네 10기까지 모두있는방
2023.9.20 10:59,형,친목방은 내가 주최하는 학과모임에 1회이상 참석한 사람들 중심으로만
2023.9.20 10:59,형,새로 만들었어
2023.9.20 11:00,형,이방이 궁극적으론 졸업이후까지 이어갈 네트워크방이 되겠지?
2023.9.20 11:00,나,아 그쵸??
2023.9.20 11:00,나,기대되네요 아직 서먹서먹해서 쪼금 걱정도 되구
2023.9.20 11:00,형,그건 당연한거니까 걱정하지말구
2023.9.20 11:01,형,내가 내입으로 말하긴 그렇지만 생각보다 잘 이끌어가고있거든ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023.9.20 11:01,나,인재추천드립니다
2023.9.20 11:01,형,ㄴㄴ 더이상의 욕심은 없어 ㅋ
2023.9.20 11:01,형,지금 차기원우회장 얘기가 계속나오고있는데
2023.9.20 11:01,나,용산에 사는 신수연이라고..
2023.9.20 11:01,나,아 근데 솔직히
2023.9.20 11:01,나,차기 원우회장
2023.9.20 11:02,나,약간 좀 어울리는거 아시죠?
2023.9.20 11:02,형,솔직히 하고싶은게 너무많아서 시간이 허락안될듯
2023.9.20 11:02,형,내가 어떻게보면 운때가 맞은게
2023.9.20 11:02,나,저 학과모임때 제청하겠습니다
2023.9.20 11:02,형,너네 입학전 원우회장이랑 지금회장이 다 89 동갑라인이라
2023.9.20 11:03,형,처음 입학한 오티때부터 친구먹었거든
2023.9.20 11:03,형,따로도 자주 보고 전화도 자주하다보니깐
2023.9.20 11:03,나,이건....
2023.9.20 11:03,형,그리고 오자마자 학과대표를 해서 원우회에서도 역할을 좀 많이 맡고있지...
2023.9.20 11:03,나,순리인데요
2023.9.20 11:03,나,전 - 현 - ?!
2023.9.20 11:03,형,사무총장이 예비원우회장 자리야 ㅎㅎㅎ
2023.9.20 11:04,나,아 그런거였군요
2023.9.20 11:04,나,저 궁금한게
2023.9.20 11:04,형,근데 난 못하겠다.... 그러고있짘ㅋㅋㅋㅋㅋㅋ
2023.9.20 11:04,나,원우회랑 교우회랑의 관계는 어떤 관계에요?
2023.9.20 11:04,나,저는 원우회 소속인건가요..?
2023.9.20 11:04,형,교우회 안에 원우회가 있는거 아닐까?
2023.9.20 11:04,나,질문 드리는 이유인 즉슨...
2023.9.20 11:04,형,원우라는 용어가 대학원생을
2023.9.20 11:04,형,대상으로 부르느거고
2023.9.20 11:04,나,그 제 친구가 교수로 현재 재직중이라고 말씀드렸잖아요?!
2023.9.20 11:04,형,교우가 고려대학교 전체 학생을 대상으로 하는거같은데?
2023.9.20 11:04,형,응응
2023.9.20 11:04,나,그 친구가 계속 저보고 입학할때부터
2023.9.20 11:05,나,교우회 가입해라
2023.9.20 11:05,나,교우회 가입했냐
2023.9.20 11:05,형,아 그래?
2023.9.20 11:05,나,이래서...
2023.9.20 11:05,형,근데 그친구도 대단하다 벌써 교수하고있을정도면
2023.9.20 11:05,나,원우회는 가입이 된거 같은데 교우회는 모르겠다 그랬거든요..
2023.9.20 11:05,형,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ너 원우회 가입했다고?
2023.9.20 11:05,형,ㅋㅋㅋㅋㅋㅋㅋㅋ
2023.9.20 11:05,나,그냥
2023.9.20 11:05,나,말을 친구한테
2023.9.20 11:05,나,그렇게 했어요
2023.9.20 11:05,나,잘 몰라서
2023.9.20 11:06,형,ㅋㅋㅋㅋ근데 지금 입학한지 겨우 3주됐는데
2023.9.20 11:06,나,오티전부터 계속 교우회
2023.9.20 11:06,나,가입하라 그래서...
2023.9.20 11:06,형,그냥 하고싶은대로 즐기면돼 ㅋ
2023.9.20 11:06,형,교우회도 한버 알아봐야겟네
2023.9.20 11:06,나,어차피 가입할거면 그냥
2023.9.20 11:06,나,평생회원비 아깝다 생각말고 내고 가입하라고
2023.9.20 11:06,나,자기는 매달 월급에서 공제된다며...
2023.9.20 11:07,형,ㅇㅇ 내가듣기로도 고대는 교우회끼리 가장 끈끈한 학교로알고있긴해
2023.9.20 11:07,형,괜히하는말은 아닐거야
2023.9.20 11:07,형,다만 교우회 가입보다 어떻게 활동하고 누굴만나느냐가 중요하겠지?
2023.9.20 11:07,형,우선 너가 좋아하는 사람들을 최대항 많이 만드는게
2023.9.20 11:07,나,아 그쵸
2023.9.20 11:08,형,내가생각한 대학원생활을 가장 재밌게하는 방법인건맞는듯
2023.9.20 11:08,형,나도 겨우 2학기째인데
2023.9.20 11:08,형,벌써 수업들어가면 친해진사람이 많으니까
2023.9.20 11:08,형,학교오는게 싫지않거든ㅋ
2023.9.20 11:08,나,전 논문 어떻게 잘 굴릴까 그 고민이 최우선이었거든요...
2023.9.20 11:08,형,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023.9.20 11:08,형,그건 3학기부터하렴
2023.9.20 11:08,형,배운게 없어서
2023.9.20 11:08,나,하는일이 맨날 논문 뜯어보고 짱구굴리는 일이라...
2023.9.20 11:09,형,지금 생각은 논문주제 정하는것 정도가 최선일거야
2023.9.20 11:09,형,나도 1학기땐 배교수닌 수업2개들으면서
2023.9.20 11:09,형,남는게 없다보니
2023.9.20 11:09,형,뭘해야하나 ㅅㅂ.....이런고민이 많았는데
2023.9.20 11:09,나,배교수님 수업에서 그냥 논문 주제나 전반적 흐름 가닥잡는걸로 만족하는 것도 좋은것 같아요
2023.9.20 11:09,형,지난학기때 빅데이터분석하면서 통계패키지 배우고
2023.9.20 11:10,형,이번학기때 시뮬레이션 듣고있는데
2023.9.20 11:10,형,해당 과목들을 잘 활용하면 논문을 어떻게 써야겠다라는
2023.9.20 11:10,형,큰 틀은 잡힐거같아
2023.9.20 11:10,형,정교수님 수업도 당연히 도움이될거고
2023.9.20 11:10,나,병요형님이 1학기 수업자료 공유해주셔서
2023.9.20 11:10,나,참고하라고 일러주셨거든요 오늘 오전에
2023.9.20 11:10,형,역시....
2023.9.20 11:10,형,병요형은
2023.9.20 11:11,형,미쳤어...
2023.9.20 11:11,나,에이스시던데...
2023.9.20 11:11,형,진심 수업을 그렇게 열심히듣고
2023.9.20 11:11,형,들은걸 모두 정리해서 공유해주거든?
2023.9.20 11:11,나,저처럼 날로 듣는 분이 아니시라 차이가...
2023.9.20 11:11,형,진짜 그런모습은 존경하고 배울게 넘쳐나
2023.9.20 11:11,나,스마트제조학과 관련 도서 하나 집필하셔도 될 것 같아요..
2023.9.20 11:11,형,ㅋㅋㅋㅋㅋㅋㅋ인정
2023.9.20 11:11,형,그만큼 수업열정도 가득하고 아는것도 많으시고
2023.9.20 11:12,나,수업자료 보고 아이패드에 끄적거리는 제 자신 반성...
2023.9.20 11:12,형,ㅋㅋㅋㅋㅋㅋㅋㅋ
2023.9.20 11:12,형,나처럼 조는놈도 있는데뭘
2023.9.20 11:12,나,병요형님께 진짜 대접한번 해드려야겠어요
2023.9.20 11:12,형,너에게 필요한 정보들 중심으로 잘 흡수하면돼
2023.9.20 11:12,나,늘 챙겨주셔서 감사하지만 죄송스러워서..
2023.9.20 11:12,형,ㅋㅋㅋㅋㅋㅋㅋ
2023.9.20 11:12,형,넌 수연이 잘챙기고
2023.9.20 11:13,형,재밌게다니면 그게 너역할일듯ㅋ
2023.9.20 11:13,나,그냥 수연이 동기니까 걔랑 같이 졸업할때까지 열심히 다녀야죵..
2023.9.20 11:14,형,ㅇㅇ 그래 나도 경험한 필요한 정보들 있음 자주 알려줄게
2023.9.20 11:14,형,논문스터디 시작된것도 그렇고
2023.9.20 11:14,형,좋은 문화를 계속 만들어갈거라
2023.9.20 11:14,나,종종 부탁드립니다... 전 무지몽매하여 도움이 못 되겠지만..
2023.9.20 11:15,형,더 좋은 학과로 만들어나가야지
2023.9.20 11:15,나,차기 학과 대표로는 신수연이라는 인재가 있으니
2023.9.20 11:15,나,너무 염려마시고요
2023.9.20 11:15,형,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023.9.20 11:15,형,그래 내 임기는 1년이니
2023.9.20 11:15,형,다음을 부탁하마
2023.9.20 11:16,형,아마도 너네 둘중하나겠지
2023.9.20 11:16,형,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023.9.20 11:16,나,제가 신수연 원우를 잘 보필하겠습니다
2023.9.20 11:16,형,근데 원우회를 기준으로 1년을 가져가게 될거라
2023.9.20 11:16,형,우선 상황을 좀 보자구~
2023.9.20 11:16,나,넵 그치만 
2023.9.20 11:17,나,이 저의 보필하겠다는 굳은 의지를
2023.9.20 11:17,나,신수연 원우님에게 전달하신다면
2023.9.20 11:17,형,ㅋㅋㅋㅋㅋㅋㅋㅋ
2023.9.20 11:17,나,전 학교를 못 다닐 듯 합니다
2023.9.20 11:17,형,그냥 맘편하게 즐겨
2023.9.20 11:17,형,신입생은 할게 없어 ㅋㅋㅋ
2023.9.20 11:17,나,맨날 저랑 수연이 둘이 안절부절
2023.9.20 11:17,나,뭐해야되냐 어떡하냐 이러면서
2023.9.20 11:18,형,내가 필요한 모임이나 정보들은 계속 전달해줄테니 같이 참석해주는것만해도 충분함ㅋ
2023.9.20 11:18,나,저희
2023.9.20 11:18,나,가을 대동제 학교에서 진행하나요...?
2023.9.20 11:18,나,그때 학과사람들 모임...?
2023.9.20 11:18,형,대동제?
2023.9.20 11:19,형,언제지?
2023.9.20 11:19,형,아직 전달받은겅없는뎈ㅋㅋㅋ
2023.9.20 11:19,형,우선 남아있는 일정중 제일 큰거는 공학인의밤이 있음
2023.9.20 11:19,나,가을에는 안하려나..
2023.9.20 11:25,형,대동제가 입실렌티 전에 같이 하는축제일걸?
2023.9.20 11:26,나,하나 묶어서군요 
2023.9.20 11:26,나,놀러오겠다고들 문의는 엄청하는데
2023.9.20 11:27,나,나는 2학기 입학생이라고...
2023.9.26 11:12,형,현우야 어제 2차비용 정산요청함~~
2023.9.26 11:12,형,"2차 정산
- 계좌 : 110-245-748713 신한 (혹은 카뱅)
- 비용 : 13,000원 (142,000원 / 11명) 
- 인원 : 대환, 진홍, 난아, 태욱, 민영, 수연, 현우, 태정, 충민, 명근, 민형 (11명)"
2023.9.26 11:18,나,봉투가 도착했어요. 송금 받기 전까지 보낸 분은 내역 상세화면에서 취소할 수 있어요.
2023.9.26 11:18,나,정산했슴돠 고마워요!
2023.9.26 11:18,형,고맙당
2023.9.26 11:18,나,어젠 잘 들어가셨죠?
2023.9.26 11:18,형,응 그럼~
2023.9.26 11:18,형,난 잘가지!ㅋㅋㅋ
2023.9.26 11:18,형,이따 수업오지?
2023.9.26 11:19,나,ㅋㅋㅋ 당연하죠 아니 어제 술좀 드신거 같던데
2023.9.26 11:20,형,ㅋㅋㅋ그정도는 일상이라 괜차낭
2023.9.26 11:20,형,술좀 줄여야지...너무 자주먹엇어ㅋㅋ
2023.9.26 11:22,나,ㅋㅋㅋㅋㅋㅋ점심때 해장하세요.. 전 얼마 마시지도 않았지만 해장하러 갑니다
2023.9.26 11:23,형,좋지~ 너도 점심잘챙겨먹구 이따보자
2023.10.10 13:05,형,현우야~~ 우리과 재학생명단에 직장정보를 수정해놓으려고 하는데 명함한번만 보내줄래?
2023.10.10 13:13,나,안녕하세요
2023.10.10 13:13,나,명함 보내드릴게요 잠시만요 리멤버로 보내드려요??
2023.10.10 13:13,나,아니면 그냥 사진만 찍어서?
2023.10.10 13:17,형,뭐든 괜차낰ㅋㅋㅋ 어차피 나도 다시 리멤버로 정리해야겟다!
2023.10.10 13:18,나,넹 사진으루 보내드릴게요
2023.10.10 13:19,나,사진
2023.10.10 13:21,형,응응 고맙당 이따보자😄
2023.10.10 13:22,나,넵 이따뵐게요
2023.10.11 11:25,나,봉투가 도착했어요. 송금 받기 전까지 보낸 분은 내역 상세화면에서 취소할 수 있어요.
2023.10.11 11:25,나,고맙슴댱..ㅎㅎㅎ
2023.10.11 11:27,형,응 나두 고마워~
2023.10.11 11:27,형,송금봉투 받기 완료! *(안내) 받은 분은 송금 수수료 무료 및 매일 이자 혜택 대상자입니다.
2023.10.30 12:54,형,사진
2023.10.30 12:54,형,"[초대장] 2023 공학인의밤에 오현우님을 초대합니다.

안녕하세요, 스마트제조 학과대표 최대환입니다.
공학대학원 가장 큰 행사인 2023 공학인의 밤이 12월 13일(수) 고려대학교 교우회관에서 진행될 예정입니다.

공학인의 밤 행사는 재학생, 졸업생, 교수님들 모두 한데 어울려 소속감과 결속력을 강화하는 가장 큰 행사인만큼 재학생 전원참석을 목표로 교우회관(최대 200명 규모)에서 근사한 저녁과 함께 행사를 진행하려 합니다.

또한 이번 행사에선 스마트제조학과 내 유사직종을 가진 원우분들끼리 지정좌석 및 2차 뒤풀이때도 함께 더 많은 교류를 나눌수 있게 준비하고 있으니 올한해 학교생활을 마무리하는 마음으로 자리를 빛내주시길 기대하겠습니다."
2023.10.30 12:54,형,현우야 공학인의밤 와줄꺼지?ㅋㅋ
2023.10.30 13:03,나,아 넵! 
2023.10.30 13:03,나,그 조만간 금욜에 하는 
2023.10.30 13:03,나,그거랑은 다른거잖아요??
2023.10.30 13:03,형,응 좋다
2023.10.30 13:03,형,조만간금요일은 뭐자?ㅋㅋㅋ
2023.10.30 13:04,나,무슨 화정체육관에서 한다고 한거...?
2023.10.30 13:04,형,앜ㅋㅋ그건 행정실쪽에서 주관하는거야
2023.10.30 13:05,형,난 참석하는데
2023.10.30 13:05,형,음.... 굳이 안가도 될거같긴햌ㅋㅋㅋㅋ
2023.10.30 13:05,나,아하... 글쵸?? 문자 계속 오는거길래
2023.10.30 13:06,나,가는건가 싶어서 일단 신청은 해놨는데 그날 초저녁에도 일정이 있어서
2023.10.30 13:22,형,ㅋㅋㅋㅋㅋ근데 그날은 우리가 메인은 아닌거같긴한데 가게되면 같이있자ㅋㅋ
2023.10.30 13:23,나,넹 그래요 ㅋㅋㅋㅋ...
2023.11.28 11:21,나,ㅎㅎㅋㅋㅋㅋ 대환이형 ㅋㅋㅋㅋㅋ
2023.11.28 11:21,나,게임대회는 어케 신청해요?
2023.11.28 11:21,나,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023.11.28 11:21,형,ㅋㅋㅋ용태가 주관하던데
2023.11.28 11:21,형,너 게임 뭐좋아해?
2023.11.28 11:21,나,사실 다 잘 못하는데 
2023.11.28 11:21,형,ㅋㅋㅋ그럼 게임말고
2023.11.28 11:21,형,장기자랑은어때?
2023.11.28 11:22,형,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023.11.28 11:22,나,애들하고 카트라이더나 나가서 찢고 올까 스타크래프트를 할까 고민중요..
2023.11.28 11:22,나,장기자랑은 안되요
2023.11.28 11:22,나,저 학교 휴학해야되요
2023.11.28 11:22,형,퇴학은 아니구?ㅋㅋ
2023.11.28 11:22,나,ㅋㅋㅋㅋ 가능성 농후 ㅠ
2023.11.28 11:22,나,장기자랑 안됨요 박제당해서
2023.11.28 11:22,형,게임대회 동기끼리 같이 나가서하면 좋지
2023.11.28 11:22,나,요즘 세상이 흉흉해서 안되요
2023.11.28 11:23,형,ㅋㅋㅋㅋ카트재밌겠다
2023.11.28 11:24,나,방금 공지 뜬거 보고 고민되서...
2023.11.28 11:31,형,ㅋㅋㅋㅋㅋ응 접수할수있음 좋지~
2023.11.28 11:32,나,진행하겠읍뉘돠
2023.11.28 11:52,형,이모티콘
2023.12.5 22:45,나,봉투가 도착했어요. 송금 받기 전까지 보낸 분은 내역 상세화면에서 취소할 수 있어요.
2023.12.5 23:28,형,송금봉투 받기 완료! *(안내) 받은 분은 매일 이자 혜택 및 송금 수수료 무료 업데이트 대상자예요.
2023.12.5 23:28,형,이모티콘
2023.12.5 23:28,형,현우야 재밌었다 잘들어가구 담에 또 마시자~
2023.12.5 23:29,나,조심히 들어가요 형 ㅋㅋㅋ 저는 집입니다요
2023.12.5 23:29,나,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ.....
2023.12.5 23:29,형,빠르네 역시?ㅋ
2023.12.5 23:29,형,ㅋㅋㅋㅋㅋㅋㅋ
2023.12.5 23:30,나,그 어디에도 귀가했다고 사실 말 못하죠
2023.12.5 23:30,형,ㅋㅋㅋㅋㅋㅋ
2023.12.5 23:30,형,자주보자
2023.12.5 23:30,형,이모티콘
2023.12.5 23:30,나,넹 앞으로 자리 더 많으니까 기대할게요 ㅋㅋㅋㅋㅋㅌㅌ...
2023.12.5 23:30,형,응 좋아~
2023.12.5 23:30,나,특히 92 깍뚜기 모임에서는
2023.12.5 23:30,형,ㅋㅋㅋㅋㅋㅋㅋㅋ
2023.12.5 23:30,나,90이라 늙은이 취급 당했는데 ㅎ;
2023.12.5 23:30,나,ㅎㅎ;;
2023.12.5 23:30,형,아론이랑 진짜 가야하나
2023.12.5 23:30,형,근데 난아랑 민영이한텐
2023.12.5 23:31,나,어차피 다 친한거 아니에요??
2023.12.5 23:31,형,내가 너보다 더 어린줄 아는건아니겟지?ㅋㅋㅋㅋㅋㅋ
2023.12.5 23:31,형,나이 속여볼깤ㅋㅋㅋ
2023.12.5 23:31,나,아? 걔네가 잘 모르나??
2023.12.5 23:32,나,어차피 말만 그럴싸하지
2023.12.5 23:32,나,애초에 모이지도 않아서...
2023.12.5 23:32,나,수연이만 해도 한달을 학교 안 왔는디...
2023.12.5 23:32,형,ㅋㅋㅋㅋㅋ
2023.12.5 23:32,형,그치
2023.12.5 23:32,형,근데 애들 다 괜찮아서
2023.12.5 23:32,형,아론이를 소개해주고싶엇는데
2023.12.5 23:32,형,다 임자들이있넼ㅋㅋㅋㅋㅋ
2023.12.5 23:33,나,다 알아서 잘 만나겠죠...
2023.12.5 23:33,나,그 지경씨(?)나 연결해주면
2023.12.5 23:33,형,맞아
2023.12.5 23:33,형,ㅋㅋㅋㅋㅋ
2023.12.5 23:33,나,딱 좋겠네 취미도 비슷하고
2023.12.5 23:33,형,너는?
2023.12.5 23:33,나,전 괜찮아요
2023.12.5 23:33,형,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023.12.5 23:33,형,냠걱정할때가아니엇군
2023.12.5 23:33,형,나도 문제야
2023.12.5 23:33,형,ㅋㅋㅋㅋㅋㅋㅋㅋ
2023.12.5 23:33,나,여친 있는거 아니에요?
2023.12.5 23:33,형,있지
2023.12.5 23:33,나,근데 왜요
2023.12.5 23:34,형,결혼할수있겟지?ㅋㅋㅋㅋㅋㅋ
2023.12.5 23:34,형,모르겟닼ㅋㅋㅋㅋ
2023.12.5 23:34,나,아....
2023.12.5 23:34,형,나 결혼하면
2023.12.5 23:34,형,우리과사람들
2023.12.5 23:34,나,저는 이미 한번 엎어지니까 마음이 편해졌습니다^^;
2023.12.5 23:34,형,다부를거야
2023.12.5 23:34,형,ㅋㅋㅋㅋㅋㅋㅋ
2023.12.5 23:34,형,아냐
2023.12.5 23:34,형,그러지마
2023.12.5 23:34,형,형은 이미 헤어져봣잖아
2023.12.5 23:35,나,그냥 스쳐가며 한두명 만나고 그러는중…
2023.12.5 23:35,형,나 이혼한거 알고있나?
2023.12.5 23:35,나,아 아뇨; 
2023.12.5 23:35,나,금시초문 ;
2023.12.5 23:35,형,그래 담에 기회되면 말해줄게
2023.12.5 23:35,나,2회차 준비중이에요? 와우...
2023.12.5 23:35,형,그러고도 잘살고
2023.12.5 23:35,형,잘만나고있는걸
2023.12.5 23:36,나,사실 말은 이렇게 해놓고 주말에 데이트함
2023.12.5 23:36,형,사람마음 누구나 다 똑같아
2023.12.5 23:36,형,ㅋㅋㅋ그래 잘햇다
2023.12.5 23:36,나,교수님 죄송합니다
2023.12.5 23:36,형,과제난 또 아웃이네
2023.12.5 23:36,나,오전에 과제할게요
2023.12.5 23:36,형,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023.12.5 23:36,나,아니 진짜 이번에 해야되서… 안하면 다들 일주일 더 나와야해서
2023.12.5 23:36,나,이번엔 해야죠..
2023.12.5 23:36,형,ㅋㅋㅋㅋ두고보겟어
2023.12.5 23:37,나,뭐 암튼 이런저런 얘기는 나중에 함 하구….
2023.12.5 23:37,형,그래 너도 푹쉬구
2023.12.5 23:37,나,들어가십셔.. 낼 새벽같이 나가야해서 씻겠슴다..
2023.12.5 23:37,나,안전귀가...!
